repo,owner,owner_type,hit_patterns,stars,forks,watchers,commits,contributors,top_contributors,release_downloads,pypi_package,pypi_downloads_month,open_issues,pull_requests,disk_kb,language,license,created,pushed,is_archived,is_fork,is_mirror,homepage,topics,description,status,fetched_at,uses_sdv,integration,evidence,sdv_component,use_case,industry,kind,summary,authors,confidence,needs
matheus-rech/MIMIC-Ext-Stroke,matheus-rech,User,ct|md|st,0,0,0,55,3,matheus-rech|devin-ai-integration[bot]|github-actions[bot],0,stroke-digital-twin,,0,6,16528,Python,,2026-03-13,2026-04-29,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
matt-balda/bias2fair-synth,matt-balda,User,ct|gc|md|st,0,0,0,64,1,matt-balda,0,bias2fair-synth,,0,0,772196,Python,MIT,2026-04-15,2026-05-05,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
mattia-scardecchia/DQN,mattia-scardecchia,User,req,0,0,1,7,2,MattiaSC01|mattia-scardecchia,0,,,0,0,16,Python,,2024-09-14,2024-09-15,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
mavroudisv/dpctgan,mavroudisv,User,ct|ev|gym|md|rdt|sm,0,0,2,26,2,mavroudisv|sebastianmeiser,0,sdgym,,0,1,17824,TypeScript,MIT,2021-02-25,2022-03-23,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
maxmartius/MyProjects,maxmartius,User,ct|md|st,0,0,1,5,1,maxmartius,0,,,0,0,392511,JavaScript,,2023-10-26,2025-08-18,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
maxsonferovante/SyntheticDataPoc,maxsonferovante,User,ct|ev|gc|hma|md|mt|par|sq|st,0,0,0,4,1,maxsonferovante,0,syntheticdatapoc,,0,0,83,Python,,2026-07-09,2026-08-14,False,False,False,,,Este repositório contém uma Prova de Conceito (POC) para a geração de dados sintéticos baseada no conjunto de dados,ok,2026-08-14,,,,,,,,,,,
mbwatson/radx-datagen,mbwatson,User,ev|gc|md|st,0,0,1,21,1,mbwatson,0,,,0,0,76,Python,,2025-01-18,2025-02-08,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
mcmikey101/Tabloid,mcmikey101,User,ct|ev|gc|md|st,0,0,0,38,1,mcmikey101,0,,,0,0,2616,Python,,2026-02-27,2026-06-07,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
mdielacher/Pokemon,mdielacher,User,ct|gc,0,0,1,21,4,mdielacher|ds201028|di23lisa|Lena Huber,0,,,0,0,397833,Jupyter Notebook,,2024-04-12,2024-04-28,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
mdiezp28/xai-synthetic-health,mdiezp28,User,ct|rdt,0,0,0,89,8,sunchang0124|vemonet|cudillal|Chang Sun|Chang Sun,0,dp-cgans,,0,0,25487,Python,MIT,2025-06-11,2026-07-04,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
meliuos/synthetic-data-generator-leads-for-E-commerce-market-,meliuos,User,ct|md|st,0,0,0,92,3,meliuos|mayar-chaabani|AmmarMazen7,0,,,0,2,669,Python,,2026-04-14,2026-05-31,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
meltaste0/Outlier-Preservation,meltaste0,User,ct|md|st,0,0,0,29,1,meltaste0,0,,,0,0,613450,Python,,2026-04-03,2026-06-07,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
menonpg/CMU_PGSS_2022,menonpg,User,req,0,0,1,54,2,menonpg|simingt0,0,,,0,1,65690,Jupyter Notebook,,2022-06-28,2022-07-22,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
mgdhooghe/MoET,mgdhooghe,User,ct|gc|hma|md|par|rdt|req|st,0,0,0,14,1,mgdhooghe,0,,,0,0,102283,Python,,2025-06-04,2026-04-02,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
mickrideout/make_data_count_kaggle,mickrideout,User,ct|md|st,0,0,0,56,1,mickrideout,0,,,0,0,138,Python,,2025-06-17,2025-08-13,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
midas-research/GANTouch-TBIOM,midas-research,Organization,ct,0,1,5,12,1,mohit-research,0,,,0,0,5887,Jupyter Notebook,MIT,2022-06-26,2022-06-26,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
mikeg0l/asi,mikeg0l,User,ev|gc|md|st,0,1,1,16,3,mikeg0l|kacpergajdamowicz|Radosław Grzeda,0,asi_projekt,,0,2,835,Jupyter Notebook,,2026-03-20,2026-06-26,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
mikelpri3/QML_Frontiers,mikelpri3,User,req,0,0,0,37,1,mikelpri3,0,,,0,0,72595,Jupyter Notebook,,2026-04-22,2026-06-16,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
mikic202/correlation-synthetic-data,mikic202,User,req,0,0,0,102,1,mikic202,0,,,0,0,4821,Jupyter Notebook,MIT,2025-06-25,2026-01-30,False,False,False,,,Modification of the TabPFN synthetic data generation to generate data in order based on correlation between columns,ok,2026-08-14,,,,,,,,,,,
milehighnomadgrouptech/mhng-plugins,milehighnomadgrouptech,Organization,ct|ev|gc|md|st,0,0,0,18,1,logan-banks-mhng,0,,,0,7,14065,Python,MIT,2026-04-16,2026-04-17,False,False,False,,,"Claude Code skills bundled as installable plugins. Install the marketplace once, add more skills over time.",ok,2026-08-14,,,,,,,,,,,
minghao51/prudential_challange,minghao51,User,gc|md|rdt|req|st,0,0,1,18,1,minghao51,0,,,0,0,5013,Jupyter Notebook,,2024-07-21,2024-07-22,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
minhminhminh0112/anomaly-detection-autoencoder-based,minhminhminh0112,User,md,0,0,1,39,1,minhminhminh0112,0,,,0,0,8672,Jupyter Notebook,,2025-03-30,2025-09-08,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
minruigui/stat263-project,minruigui,User,md,0,0,1,7,2,Erixcai|minruigui,0,,,0,0,1837,Jupyter Notebook,,2024-06-14,2024-06-14,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
mithunthakkar8/Summer-Scholarship-Project,mithunthakkar8,User,ct|gc|md|st,0,1,0,49,1,mithunthakkar8,0,,,0,0,121505,Python,GPL-3.0,2026-02-12,2026-08-14,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
mitre/risk-based-scheduling,mitre,Organization,req,0,0,0,3,1,dslater-mitre,0,,,0,0,94351,Java,,2025-07-30,2025-08-01,False,False,False,,,Risk Based Scheduling Simulation Tool,ok,2026-08-14,,,,,,,,,,,
mju-di130/dis2025,mju-di130,User,ct|gc|md|st,0,0,0,42,1,mju-di130,0,,,0,0,23122,Python,,2025-10-26,2025-12-08,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
mkleinegger/evaluation-bias-detection-and-mitigation,mkleinegger,User,ct|req,0,0,1,27,1,mkleinegger,0,,,0,0,37442,Jupyter Notebook,,2023-12-24,2025-03-06,False,False,False,,aif360|bias-detection|bias-mitigation|fairness-ml,"This repository contains the notebooks used to produce the data, figures, and table-data included in the bachelor's thesis ""Evaluation of automatic bias detection and pre-processing mitigation techniques"" by Max Kleinegger.",ok,2026-08-14,,,,,,,,,,,
mkondracki/flawed_synthetic_metrics,mkondracki,User,ct|md|st,0,0,0,11,2,mkondracki|KONDRACKI,0,,,0,0,1470,Jupyter Notebook,,2025-08-13,2025-08-25,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
mlrx-potindji/legendary-doodle,mlrx-potindji,User,gc|md|st,0,0,0,40,1,mlrx-potindji,0,ecs-abm-benchmark,,0,0,182,Python,Apache-2.0,2026-02-25,2026-06-01,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
mmsapre/syntheticdatagenerator,mmsapre,User,gc,0,0,1,2,1,mmsapre,0,,,0,0,5,Python,,2024-09-04,2024-09-04,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
mna-mlops-equipo18/eq18_turkish_music_mlops,mna-mlops-equipo18,Organization,req,0,0,0,198,6,mariofmtz15|marioracle|maurocastill|a1licampos|mickyhn,0,eq18_turkish_music_mlops,,0,89,11179,Jupyter Notebook,,2025-10-04,2025-11-18,False,False,False,,,MLOps - Equipo 18 - Proyecto de análisis y ML con dataset Turkish Music Emotion,ok,2026-08-14,,,,,,,,,,,
mnem0nic7/Space_Titanic,mnem0nic7,User,ct,0,0,0,1,1,mnem0nic7,0,,,0,0,28,Python,,2025-11-21,2025-11-24,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
mohamedfouda1810/SythnticGenerator,mohamedfouda1810,User,ct|md|st,0,0,0,2,1,mohamedfouda1810,0,,,0,0,236,JavaScript,,2026-05-01,2026-06-21,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
mohitsarin-tamu/Gradvisor,mohitsarin-tamu,User,req,0,1,1,84,4,ShwetimaSakshi|ShaunakJoshi1407|mohitsarin-tamu|contactpankaj,0,,,0,19,15280,Jupyter Notebook,,2024-04-07,2024-05-01,False,False,False,,,CSCE 670 - Project,ok,2026-08-14,,,,,,,,,,,
mohitsharma29/comparision_data_bias_fairness,mohitsharma29,User,req,0,0,1,6,1,mohitsharma29,0,,,0,0,2358,Jupyter Notebook,,2023-01-03,2023-11-16,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
monochandan/Text-CheckWorthy-Classification,monochandan,User,ct,0,0,1,112,1,monochandan,0,,,0,0,10091,Jupyter Notebook,,2025-05-11,2026-04-16,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
motazsaad/NLP-Theresa,motazsaad,User,ct|md|st,0,1,1,128,1,motazsaad,0,,,0,0,267040,Jupyter Notebook,CC0-1.0,2025-01-09,2026-05-06,False,False,False,,,NLP Theresa,ok,2026-08-14,,,,,,,,,,,
mounirHai/SynthCAMH,mounirHai,User,req,0,0,1,29,2,mounirHai|dipendrapant,0,,,0,0,14722,Jupyter Notebook,,2024-05-02,2024-09-10,False,False,False,,,Synthetic CAMH,ok,2026-08-14,,,,,,,,,,,
mrppdex/synth_data,mrppdex,User,ct|ev|md|req,0,0,0,3,1,Pawel Piela,0,,,0,0,61,Python,,2025-11-29,2025-12-29,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
msilver22/GAN-VAE-in-PyTorch,msilver22,User,ct|md,0,0,1,174,1,msilver22,0,,,0,0,6456,Jupyter Notebook,,2024-08-08,2024-09-26,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
mskrishnakumar/Swaption_Synthetic_Data_Generator,mskrishnakumar,User,gc|md|st,0,0,0,11,1,mskrishnakumar,0,,,0,0,369,Python,,2025-05-30,2025-06-04,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
mskrishnakumar/Synthetic_Data_Generator,mskrishnakumar,User,gc|md|st,0,0,1,3,1,mskrishnakumar,0,,,0,0,11,Python,,2025-05-21,2025-05-22,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
mullzhang/skills,mullzhang,User,ct|ev|gc|hma|md|mt|par|st,0,0,0,43,1,mullzhang,0,,,0,1,438,Python,MIT,2026-01-18,2026-07-30,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
multitel-ai/nsw-certification,multitel-ai,User,ct|gc|md|par|sq|st,0,0,1,52,4,berangerebu|manu0586|facchin|multitel-ai,0,,,0,0,67528,Jupyter Notebook,,2023-09-04,2023-10-03,False,False,False,,,P10 certification d'un modèle d'estimation de puissance pour un drone,ok,2026-08-14,,,,,,,,,,,
mwilko/SCM-Predictive-Analytics,mwilko,User,ct|md,0,0,1,124,1,mwilko,0,,,0,0,108841,Jupyter Notebook,,2025-02-05,2025-06-22,False,False,False,,,Project of machine learning (ML) and data visualisation in supply chain management (SCM).,ok,2026-08-14,,,,,,,,,,,
myinttheingitun/HiveTalk,myinttheingitun,User,req,0,0,1,1,1,myinttheingitun,0,,,0,0,13188,Python,,2024-11-21,2024-11-21,False,False,False,,,"The project challenges with complex issues in real-time communication, networking, and cloud computing.",ok,2026-08-14,,,,,,,,,,,
myr-data/SoftITO-AI,myr-data,User,ct|gc|md|st,0,0,0,13,1,myr-data,0,,,0,0,3565,Jupyter Notebook,,2026-05-23,2026-07-19,False,False,False,,,Some of the codes I wrote for the SoftITO (related to Istanbul Chamber of Commerce) course on Artificial Intelligence,ok,2026-08-14,,,,,,,,,,,
n1ghtf4l1/turbo-memory,n1ghtf4l1,User,ev,0,1,1,8,1,n1ghtf4l1,0,,,0,0,708774,,MIT,2022-09-06,2022-09-07,False,False,False,,feature-engineering|kaggle-competition|kendall-tau|machine-learning|ranking-algorithm|scikit-learn|tf-idf|xgboost,Predict the relationship between code and comments,ok,2026-08-14,,,,,,,,,,,
nabilsdv/Projet-SDV-Toolbox,nabilsdv,User,req,0,1,1,11,3,nabilsdv|SeyDow|nabilsdv,0,,,0,1,318,Python,,2025-03-20,2025-06-14,False,False,False,,,Projet Toolbox SDV M1,ok,2026-08-14,,,,,,,,,,,
nadi-lin/HiveTalk,nadi-lin,User,req,0,0,1,4,1,Aung-KhantSoe,0,,,0,0,13207,Python,,2024-12-02,2024-12-02,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
naksshhh/PhishGuard,naksshhh,User,ct|md,0,0,0,20,3,naksshhh|01prakash-aditya|anvithagowda098,0,,,0,0,24526,Python,,2026-03-27,2026-05-04,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
namanmuktha/libgenbot,namanmuktha,User,req,0,0,1,10,1,namanmuktha,0,,,0,0,752,Jupyter Notebook,,2024-10-04,2024-10-20,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
nanlabs/nan-ai-engineering-labs,nanlabs,Organization,ev,0,0,0,37,3,matiasz8|ulises-jeremias|dependabot[bot],0,training-ai,,1,6,977,Python,MIT,2026-04-13,2026-07-24,False,False,False,,ai-engineering|charter-v1|computer-vision|deep-learning|learning-labs|machine-learning|mlops|nanlabs|nlp,"Self-guided learning system for AI/ML engineering — foundations, specialization, generative AI, MLOps. NaNLABS Lab Charter v1.",ok,2026-08-14,,,,,,,,,,,
narimiller/art-instructor-dashboard,narimiller,User,ct|md|st,0,0,1,7,1,narimiller,0,,,0,0,500,Python,,2024-06-28,2025-11-10,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
natalinio/agentic-powerbi-squad,natalinio,User,gc|hma|md|st,0,1,0,61,2,natalinio|ciro.andreano,0,,,0,4,27976,JavaScript,NOASSERTION,2026-04-02,2026-05-29,False,False,False,,,"Multi-agent Power BI development system — 6 agents, 15 skills — builds complete PBIP projects from specifications using GitHub Copilot",ok,2026-08-14,,,,,,,,,,,
nayan4qmul/LLM_CRM_PERSO,nayan4qmul,User,ev|gc|md|st,0,0,1,30,1,nayan4qmul,0,,,0,0,52238,Jupyter Notebook,Apache-2.0,2024-02-29,2024-05-17,False,False,False,,,Personalized Customer Relationship Management System using Large Language Models,ok,2026-08-14,,,,,,,,,,,
ncarsner/synthetic-data-vault-v1,ncarsner,User,ev|gc|st,0,0,0,3,1,ncarsner,0,,,0,0,11,Jupyter Notebook,MIT,2025-05-23,2025-05-24,False,False,False,,,First exploration with Synthetic Data Vault library.,ok,2026-08-14,,,,,,,,,,,
neur1n/tilia,neur1n,User,ct,0,0,2,8,1,neur1n,0,,,0,0,32021,JavaScript,,2024-11-12,2025-10-29,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
nhsengland/reusable-code-audit,nhsengland,Organization,ev,0,0,0,7,2,claude|josephwilson8-nhs,0,,,0,3,292,,MIT,2026-06-05,2026-06-25,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
nicktom1034/Machine-Learning-Engineering-AWS-developer,nicktom1034,User,ct,0,0,1,148,1,nicktom1034,0,,,0,0,29886,Jupyter Notebook,,2022-09-06,2022-09-06,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
nihalunfc/unfc,nihalunfc,User,ct|ev|gc|md|st,0,1,0,285,3,nihalunfc|ansupadinjoy18-bit|SourenChowdhury,0,,,0,6,20148,Jupyter Notebook,,2026-04-08,2026-06-15,False,False,False,,,University of Niagara Falls,ok,2026-08-14,,,,,,,,,,,
nikhileshnr/hotel_revenue,nikhileshnr,User,ct|md|req|st,0,0,0,12,1,nikhileshnr,0,,,0,0,18348,JavaScript,,2026-04-19,2026-04-19,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
nipun5/AquaPredict_CDAC,nipun5,User,ev|md,0,1,1,26,2,Nipun Jain|nipun5,0,src,,0,0,16836,Jupyter Notebook,NOASSERTION,2024-12-04,2025-02-18,False,False,False,,,"This project uses MLOps to predict water potability with machine learning. Tools like MLFlow for tracking, DVC for data versioning, and a Tkinter app for deployment ensure an automated, scalable solution bridging model development and deployment for efficient water quality analysis.",ok,2026-08-14,,,,,,,,,,,
nipun5/AquaPredict_UI,nipun5,User,ev|md,0,0,1,5,2,Nipun Jain|nipun5,0,,,0,0,13730,Python,,2025-02-17,2025-02-21,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
nirmal-k-r/bootcamp-143,nirmal-k-r,User,req,0,1,1,45,2,Nirmal|nirmal-k-r,0,,,0,0,40113,Python,,2024-05-14,2024-11-21,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
nirmal-k-r/bootcamp106,nirmal-k-r,User,req,0,0,1,21,2,Nirmal|nirmal-k-r,0,,,0,0,27474,Jupyter Notebook,,2024-11-05,2025-03-27,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
nishantak/DataDo.me,nishantak,User,ct|md|req|st,0,0,1,12,1,nishantak,0,,,0,0,420,Python,,2025-02-10,2025-02-12,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
nishita-502/drone-casualty-prediction,nishita-502,User,ct|md|st,0,0,0,6,2,KushagraSharmaaa|nishita-502,0,,,0,0,5864,Jupyter Notebook,MIT,2025-06-02,2025-07-05,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
nishk/PerFi,nishk,User,req,0,0,1,9,1,nishk,0,,,0,0,36,Python,Apache-2.0,2024-09-01,2024-09-05,False,False,False,,,PerFi is a Python-based tool designed to help users track their investments. The goal is to maximize visualizations and insights while minimizing manual handling of excel sheets,ok,2026-08-14,,,,,,,,,,,
nithin2k5/kanini-hackathon-ML,nithin2k5,User,ct|md|req|st,0,0,0,15,2,nithin2k5|dineshkorukonda,0,,,0,0,3579,Python,MIT,2026-02-14,2026-02-18,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
nonstandard-finance/Financial-Models,nonstandard-finance,Organization,gc|md|st,0,0,0,7,2,manny-uncharted|ShanksDLAw,0,financial-models,,0,0,2775,Jupyter Notebook,GPL-3.0,2025-01-07,2025-04-26,False,False,False,,,This contains all the financial model codes,ok,2026-08-14,,,,,,,,,,,
not-phoenix-w/Architectural__GAN_3D,not-phoenix-w,User,ev,0,0,1,93,2,not-phoenix-w|Darmstadti-um,0,,,0,0,27399,PHP,,2024-06-16,2024-06-24,False,False,False,,,"GAN for generating 3D models in STL and M3d format. Input data format: XML file, DXF contours. The repository contains source code, API code and request structure. Code for back and front parts of project.",ok,2026-08-14,,,,,,,,,,,
not-phoenix-w/GAN-not-for-fire-,not-phoenix-w,User,ev,0,0,1,16,1,not-phoenix-w,0,,,0,0,12803,Python,,2024-06-22,2024-11-27,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
nozpera/data-cleaning-process,nozpera,User,gc|md|st,0,0,1,4,1,nozpera,0,,,0,0,60,Jupyter Notebook,,2025-02-19,2025-02-22,False,False,False,,,This repository focus on preprocessing dataset in every case.,ok,2026-08-14,,,,,,,,,,,
nsahadat/Machine_Learning,nsahadat,User,rdt,0,0,0,67,1,nsahadat,0,,,0,0,46197,Jupyter Notebook,,2019-05-17,2025-05-04,False,False,False,HomePage,,,ok,2026-08-14,,,,,,,,,,,
nscharrenberg/OntoZSL-DPCGAN,nscharrenberg,User,ct|md|rdt,0,1,1,27,1,nscharrenberg,0,dp-cgans,,1,1,62502,Python,MIT,2023-02-06,2023-06-23,False,False,False,,,Ontology-based Conditional Generative Adversarial Networks for the Generation of Personal Health Data While Using the DP-CGAN (https://github.com/sunchang0124/dp_cgans) Framework,ok,2026-08-14,,,,,,,,,,,
ntoa25001/GenAI,ntoa25001,User,ct|ev|md|req|st,0,0,0,1,1,ntoa25001,0,,,0,0,1355,Python,,2026-07-12,2026-07-13,False,False,False,,,IT5410,ok,2026-08-14,,,,,,,,,,,
nwdnys1/TabDAT,nwdnys1,User,gc|md|rdt|req|st,0,0,0,2,1,nwdnys1,0,,,0,0,130,Python,,2026-01-11,2026-01-11,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
nytrixis/multigan,nytrixis,User,ct|md|st,0,0,0,2,1,MERAJ-droid,0,medical-gan,,0,0,1955,Python,,2025-11-05,2025-11-05,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
obulygin/content,obulygin,User,hma|md|mt,0,0,1,40,1,obulygin,0,,,0,0,64489,Jupyter Notebook,,2022-06-10,2025-08-19,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
ohm11/ai_travel_assistant,ohm11,User,req,0,0,0,34,1,ohm11,0,,,0,2,9444,Python,,2025-10-25,2026-04-28,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
okitouni/kbformer-tab-experiments,okitouni,User,ct|rdt,0,0,1,20,4,okitouni|rototo|rotot0|erjanmx,0,,,0,0,842,Jupyter Notebook,MIT,2023-10-18,2023-11-14,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
omb443/SprintPioneers,omb443,User,req,0,0,1,47,6,Saylee1998|Pauljohn-Maddala|omb443|ilozanovv|Jeong-Gi-Will-Ryu,0,,,0,0,149148,Jupyter Notebook,,2024-09-24,2024-12-09,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
omkargokhale2001/personal_website,omkargokhale2001,User,req,0,0,1,8,1,Omkar Gokhale,0,,,0,0,10886,CSS,,2024-01-22,2024-01-22,False,False,False,,,This is a repositiory that hosts code for my personal website.,ok,2026-08-14,,,,,,,,,,,
omoshola-o/Credit-Risk_Risk,omoshola-o,User,gc|md|st,0,0,1,5,2,omoshola-o|omoshola-o,0,,,0,0,1658,Python,,2024-04-24,2024-08-31,False,False,False,,,Credit Risk Assesment,ok,2026-08-14,,,,,,,,,,,
open-AIMS/ADRIA-synthetic-data,open-AIMS,Organization,ev|gc|md|par|sq|st,0,0,3,223,1,Rosejoycrocker,0,,,8,8,4250,Python,MIT,2022-12-18,2024-07-11,False,False,False,,,Repository for the creation of synthetic input data layers for ADRIA.,ok,2026-08-14,,,,,,,,,,,
openEDI/pnnl-profiler-sdv,openEDI,Organization,md|par|sq,0,0,0,3,1,Tylores,0,profilier,,0,0,60598,Jupyter Notebook,,2026-03-05,2026-03-05,False,False,False,,,OEDISI data profiler using Synthetic Data Vault (SDV),ok,2026-08-14,,,,,,,,,,,
orgTestCodacy11KRepos110MB/repo-2978-SDV,orgTestCodacy11KRepos110MB,Organization,ev|gym|md|rdt|sm,0,0,0,1121,41,csala|ManuelAlvarezC|JDTheRipperPC|amontanez24|katxiao,0,sdv,,0,0,18805,Python,NOASSERTION,2023-01-30,2023-02-01,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
oscargarciatec/MNA_MLOps,oscargarciatec,User,req,0,2,0,87,6,oscargarciatec|acamposhd|Jessicaggarciag|SebastianGuerraTEC|RafaelSanchezMarmolejoRCG,0,Project,,0,16,13549,HTML,,2025-10-01,2025-11-18,False,False,False,,,"Proyecto MLOps Equipo 43: Predicción del Consumo de Energía en la Ciudad de Tetuán, Marruecos.",ok,2026-08-14,,,,,,,,,,,
paddy-r/synthpop_sandbox,paddy-r,User,ct|ev|gc|md|st,0,0,2,74,2,paddy-r|paddy-r,0,synthpop_sandbox,,2,7,48096,Jupyter Notebook,,2025-04-07,2025-12-15,False,False,False,,,A suite of functions for synthetic data creation,ok,2026-08-14,,,,,,,,,,,
parimalk-stack/gen-g,parimalk-stack,User,ev|md,0,0,0,1,1,parimalk-stack,0,,,0,0,4743,JavaScript,MIT,2026-05-20,2026-05-20,False,False,False,,,"Medical AI data generation platform. Generate synthetic medical data, X-Rays, MRIs, and research content.",ok,2026-08-14,,,,,,,,,,,
parisakh4/Thesis,parisakh4,User,gc|md|st,0,0,0,10,2,Parisa Khosravi|parisakh4,0,,,0,0,48537,Jupyter Notebook,,2025-06-05,2025-10-03,False,False,False,,correlation-analysis|deep-learning|synthetic-dataset-generation|tabular-data,Experimental Survey on Deep Learning Data Generators: Correlation Preservation in Continuous Tabular Data,ok,2026-08-14,,,,,,,,,,,
parthabits/synthetic-tabular-data-generation,parthabits,User,ct|gc|md|st,0,0,1,3,1,parthabits,0,,,0,0,16,Jupyter Notebook,,2024-10-06,2024-10-06,False,False,False,,,The repository contains code to generate synthetic data for tabular data set,ok,2026-08-14,,,,,,,,,,,
patrick-nusbaum-cla/agentic-powerbi-squad,patrick-nusbaum-cla,User,gc|hma|md|req|st,0,0,0,46,1,natalinio,0,,,0,0,27952,,NOASSERTION,2026-04-29,2026-04-14,False,False,False,,,"Multi-agent Power BI development system — 6 agents, 15 skills — builds complete PBIP projects from specifications using GitHub Copilot",ok,2026-08-14,,,,,,,,,,,
paularodriguezsanchez/kan-synthetic-tabular-data,paularodriguezsanchez,User,rdt,0,0,0,1,1,paularodriguezsanchez,0,,,0,0,9623,Python,NOASSERTION,2026-07-24,2026-07-24,False,False,False,,,"VAE and CTGAN with Kolmogorov-Arnold (KAN) layers for interpretable synthetic tabular data generation( Bachelor's Thesis in Biomedical Engineering, Universidad Politécnica de Madrid (UPM))",ok,2026-08-14,,,,,,,,,,,
pavanthalla-a11y/matrix-ai-cli,pavanthalla-a11y,User,gc|hma|md|mt|st,0,0,0,9,1,pavanthalla-a11y,0,matrix-ai-cli,,0,0,139,Python,,2025-10-07,2025-10-07,False,False,False,,,Command Line Tool of Matrix AI- The Synthetic Data Generator,ok,2026-08-14,,,,,,,,,,,
